OCCUPATION,IF_OCCUPATION_HAZARDOUS,GENDER,AGE,STATE_OF_PROPOSAL
PHYSIOTHERAPY,N,F,38,REJECTED
TRADER,N,M,55,REJECTED
HEALTHWORKER,N,F,41,REJECTED
POLICE,Y,M,51,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
TEACHER,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,F,63,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
SECURITYFORCE,Y,M,44,REJECTED
SECURITYFORCE,Y,M,34,REJECTED
TEACHER,N,M,40,REJECTED
NURSING,N,F,31,AUTHORIZED
TEACHER,N,M,36,REJECTED
SECURITYFORCE,Y,M,26,REJECTED
RECEPTIONIST,N,F,41,AUTHORIZED
TEACHER,N,F,26,REJECTED
BUSINESSMAN/WOMAN,N,M,37,REJECTED
RESEARCHER,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
SELFEMPLOYED,N,F,42,REJECTED
MECHANIC,Y,M,46,REJECTED
SALESREPRESENTATIVE,N,F,32,REJECTED
CARPENTER,Y,M,51,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
BUSINESSMAN/WOMAN,N,M,37,REJECTED
BUSINESSMAN/WOMAN,N,F,42,REJECTED
NURSING,N,F,38,REJECTED
TRADER,N,M,46,REJECTED
SECURITYFORCE,Y,M,47,REJECTED
ACCOUNTANT,N,M,38,REJECTED
MECHANIC,Y,M,47,REJECTED
NURSING,N,F,33,REJECTED
SECURITYFORCE,Y,M,32,REJECTED
MARKETINGPERSONEL,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
SALESREPRESENTATIVE,N,F,33,REJECTED
ACCOUNTANT,N,M,33,AUTHORIZED
PHYSIOTHERAPY,N,M,28,REJECTED
REALESTATECOMPANY,Y,M,31,REJECTED
PHYSIOTHERAPY,N,F,37,AUTHORIZED
PHYSIOTHERAPY,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
SALESREPRESENTATIVE,N,M,32,CONVERTED
PHYSIOTHERAPY,N,F,37,REJECTED
SECURITYFORCE,Y,M,27,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TEACHER,N,M,34,REJECTED
SEAMSTRESS/TAILORING,N,F,38,REJECTED
COOK,Y,M,64,REJECTED
DRIVINGINSTRUCTOR,Y,M,36,REJECTED
DRIVINGINSTRUCTOR,Y,M,37,REJECTED
CARPENTER,Y,M,43,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
PHYSIOTHERAPY,N,F,43,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
SECURITYFORCE,Y,M,40,REJECTED
BUSINESSMAN/WOMAN,N,M,27,REJECTED
TEACHER,N,M,38,REJECTED
MARKETINGPERSONEL,N,M,38,REJECTED
NURSING,N,M,47,REJECTED
BUSINESSMAN/WOMAN,N,M,31,REJECTED
SALESREPRESENTATIVE,N,M,34,REJECTED
ACCOUNTANT,N,M,54,REJECTED
PHYSIOTHERAPY,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TEACHER,N,M,33,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,33,REJECTED
SECURITYFORCE,Y,M,34,REJECTED
SELFEMPLOYED,N,F,31,REJECTED
TEACHER,N,M,32,REJECTED
TRADER,N,F,53,REJECTED
LABTECHNICIAN,Y,M,45,REJECTED
SECURITYFORCE,Y,M,34,REJECTED
NURSING,N,F,37,REJECTED
TRADER,N,F,41,REJECTED
DRIVINGINSTRUCTOR,Y,M,29,REJECTED
SECURITYFORCE,Y,M,55,REJECTED
LABTECHNICIAN,Y,M,42,REJECTED
SALESREPRESENTATIVE,N,M,27,REJECTED
TEACHER,N,M,27,REJECTED
DRIVINGINSTRUCTOR,Y,M,35,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
TEACHER,N,M,37,REJECTED
TEACHER,N,M,35,REJECTED
LABTECHNICIAN,Y,M,40,REJECTED
TEACHER,N,M,40,REJECTED
SELFEMPLOYED,N,M,38,REJECTED
SELFEMPLOYED,N,F,40,REJECTED
AUDITOR,N,M,37,REJECTED
ACCOUNTANT,N,M,41,REJECTED
NURSING,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
TEACHER,N,M,30,REJECTED
BANKING,N,M,49,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
SECURITYFORCE,Y,M,38,REJECTED
SECRETARY,N,F,41,REJECTED
DRIVINGINSTRUCTOR,Y,M,41,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
HEALTHWORKER,N,M,45,REJECTED
TEACHER,N,M,37,REJECTED
ARCHITECT,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
HEALTHWORKER,N,M,43,REJECTED
SECURITYFORCE,Y,M,31,REJECTED
SECRETARY,N,F,60,REJECTED
SELFEMPLOYED,N,M,46,REJECTED
SHIPREPAIROFFICER,Y,F,34,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,38,REJECTED
TEACHER,N,F,37,REJECTED
TEACHER,N,M,27,REJECTED
SALESREPRESENTATIVE,N,M,38,AUTHORIZED
NURSING,N,F,31,REJECTED
TEACHER,N,M,39,REJECTED
NURSING,N,M,34,REJECTED
ACCOUNTANT,N,M,53,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
TEACHER,N,M,39,REJECTED
BUSINESSMAN/WOMAN,N,M,51,REJECTED
NURSING,N,F,33,REJECTED
NURSING,N,F,32,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
ACCOUNTSCLERK,N,M,34,REJECTED
NURSING,N,M,35,REJECTED
TEACHER,N,F,35,REJECTED
POLICE,Y,F,34,REJECTED
CASHIER,N,F,34,REJECTED
NURSING,N,M,42,REJECTED
BUSINESSMAN/WOMAN,N,M,42,REJECTED
TEACHER,N,M,55,REJECTED
TEACHER,N,F,37,REJECTED
PHYSIOTHERAPY,N,F,50,REJECTED
TEACHER,N,M,33,REJECTED
SECRETARY,N,F,61,REJECTED
NURSING,N,F,29,REJECTED
NURSING,N,F,30,REJECTED
TEACHER,N,M,34,REJECTED
POLICE,Y,F,36,REJECTED
STUDENT,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
DRIVINGINSTRUCTOR,Y,M,46,REJECTED
BUSINESSMAN/WOMAN,N,F,59,AUTHORIZED
TEACHER,N,M,48,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
NURSING,N,M,44,REJECTED
TEACHER,N,M,47,REJECTED
TEACHER,N,F,37,REJECTED
TRADER,N,F,29,REJECTED
CARPENTER,Y,M,38,REJECTED
SECURITYFORCE,Y,M,44,REJECTED
NURSING,N,M,32,REJECTED
SECURITYFORCE,Y,M,38,REJECTED
TEACHER,N,F,42,REJECTED
PUBLICSERVANT,N,M,50,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
SALESREPRESENTATIVE,N,M,34,REJECTED
PHYSIOTHERAPY,N,F,50,REJECTED
NURSING,N,F,31,REJECTED
ACCOUNTANT,N,M,37,REJECTED
TEACHER,N,M,36,REJECTED
TEACHER,N,F,38,REJECTED
SALESREPRESENTATIVE,N,M,28,REJECTED
CIVILSERVANT,N,M,36,REJECTED
NURSING,N,F,40,REJECTED
MECHANIC,Y,M,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,32,REJECTED
TEACHER,N,M,33,REJECTED
NURSING,N,F,43,REJECTED
BUSINESSMAN/WOMAN,N,M,37,REJECTED
DRIVINGINSTRUCTOR,Y,M,40,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
BUSINESSMAN/WOMAN,N,M,40,REJECTED
DRIVINGINSTRUCTOR,Y,M,43,REJECTED
BANKING,N,F,38,REJECTED
NURSING,N,M,31,REJECTED
TEACHER,N,F,31,REJECTED
ELECTRICIAN,Y,M,39,REJECTED
SECURITYFORCE,Y,M,55,REJECTED
LABOURER,Y,M,48,REJECTED
SELFEMPLOYED,N,M,28,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
ACCOUNTANT,N,F,41,REJECTED
TEACHER,N,M,51,REJECTED
TRADER,N,F,52,REJECTED
NURSING,N,M,32,REJECTED
SELFEMPLOYED,N,M,32,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
BANKING,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
TRADER,N,F,36,REJECTED
ELECTRICIAN,Y,M,45,REJECTED
POLICE,Y,M,37,REJECTED
POLICE,Y,M,38,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
NURSING,N,M,32,AUTHORIZED
NURSING,N,M,40,REJECTED
TEACHER,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PASTORING,N,M,46,REJECTED
NURSING,N,M,34,REJECTED
HEALTHWORKER,N,M,34,REJECTED
REVENUEOFFICER,N,M,38,REJECTED
STUDENT,N,F,26,REJECTED
BUSINESSMAN/WOMAN,N,M,38,REJECTED
NURSING,N,F,30,REJECTED
TEACHER,N,M,39,REJECTED
PHYSIOTHERAPY,N,M,56,REJECTED
CASHIER,N,M,34,REJECTED
TEACHER,N,F,40,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
TEACHER,N,M,40,REJECTED
NURSING,N,M,54,REJECTED
NURSING,N,F,33,REJECTED
TEACHER,N,F,54,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
SECRETARY,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,49,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
DRIVINGINSTRUCTOR,Y,M,54,REJECTED
TEACHER,N,M,42,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
DRIVINGINSTRUCTOR,Y,M,42,REJECTED
CLERK,N,M,36,REJECTED
TEACHER,N,F,35,REJECTED
TEACHER,N,F,47,REJECTED
TEACHER,N,M,34,REJECTED
HEALTHWORKER,N,M,35,REJECTED
PROCUREMENTOFFICER,N,M,33,REJECTED
TEACHER,N,M,38,REJECTED
NURSING,N,M,39,REJECTED
TEACHER,N,M,26,REJECTED
LABTECHNICIAN,Y,M,38,REJECTED
CLERK,N,F,39,REJECTED
TEACHER,N,M,36,REJECTED
POLICE,Y,M,39,REJECTED
SHIPREPAIROFFICER,Y,M,34,REJECTED
BANKING,N,F,39,REJECTED
CATERER,Y,F,32,REJECTED
DRIVINGINSTRUCTOR,Y,M,39,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
NURSING,N,F,29,REJECTED
BUSINESSMAN/WOMAN,N,F,39,REJECTED
SHIPREPAIROFFICER,Y,M,39,REJECTED
SHIPREPAIROFFICER,Y,F,37,REJECTED
HEALTHWORKER,N,F,33,REJECTED
NURSING,N,F,35,REJECTED
SELFEMPLOYED,N,F,46,REJECTED
STUDENT,N,M,37,REJECTED
SALESREPRESENTATIVE,N,F,33,REJECTED
HEALTHWORKER,N,F,39,REJECTED
TEACHER,N,M,39,REJECTED
PUBLICSERVANT,N,M,60,REJECTED
FIREOFFICER,Y,F,39,REJECTED
TEACHER,N,F,37,REJECTED
BUSINESSMAN/WOMAN,N,M,34,REJECTED
NURSING,N,F,37,AUTHORIZED
HEALTHWORKER,N,M,31,REJECTED
TEACHER,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,33,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
TEACHER,N,F,36,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
TEACHER,N,M,36,REJECTED
PASTORING,N,M,43,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,44,REJECTED
BUSINESSMAN/WOMAN,N,M,47,REJECTED
SELFEMPLOYED,N,M,49,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
POLICE,Y,M,33,REJECTED
NURSING,N,F,30,REJECTED
NURSING,N,F,37,REJECTED
BUSINESSMAN/WOMAN,N,M,30,REJECTED
TEACHER,N,M,43,REJECTED
PHYSIOTHERAPY,N,M,41,REJECTED
TEACHER,N,M,33,REJECTED
CUSTOMERSERVICEOFFICER,N,M,28,REJECTED
HEALTHWORKER,N,F,35,REJECTED
TEACHER,N,F,32,REJECTED
TEACHER,N,M,36,REJECTED
PHYSIOTHERAPY,N,F,37,REJECTED
TEACHER,N,M,32,REJECTED
NURSING,N,F,35,REJECTED
TEACHER,N,F,39,REJECTED
TEACHER,N,F,31,REJECTED
TEACHER,N,M,60,REJECTED
NURSING,N,M,37,REJECTED
ELECTRICIAN,Y,M,34,REJECTED
NURSING,N,F,37,REJECTED
NURSING,N,F,36,REJECTED
TEACHER,N,M,36,REJECTED
NURSING,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
SECRETARY,N,F,41,REJECTED
NURSING,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,42,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
ADMINISTRATOR,N,M,52,REJECTED
DRIVINGINSTRUCTOR,Y,M,33,REJECTED
NURSING,N,F,36,REJECTED
TEACHER,N,F,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,34,REJECTED
MECHANIC,Y,M,41,REJECTED
CARPENTER,Y,M,42,REJECTED
SECURITYFORCE,Y,M,48,REJECTED
HEALTHWORKER,N,M,34,REJECTED
TEACHER,N,M,35,REJECTED
HEALTHWORKER,N,F,56,REJECTED
PHYSIOTHERAPY,N,F,31,REJECTED
PHYSIOTHERAPY,N,F,54,REJECTED
DRIVINGINSTRUCTOR,Y,M,37,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
HAIRDRESSER/BEAUTICIAN,N,M,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,33,REJECTED
DRIVINGINSTRUCTOR,Y,M,32,REJECTED
TEACHER,N,M,41,REJECTED
SELFEMPLOYED,N,F,38,REJECTED
DRIVINGINSTRUCTOR,Y,M,51,REJECTED
TEACHER,N,M,45,REJECTED
TEACHER,N,F,36,REJECTED
FACTORYWORKER,Y,M,31,REJECTED
PHYSIOTHERAPY,N,M,31,REJECTED
LABTECHNICIAN,Y,M,38,REJECTED
TEACHER,N,F,61,REJECTED
TEACHER,N,F,63,REJECTED
BUSINESSMAN/WOMAN,N,M,59,REJECTED
TEACHER,N,M,34,REJECTED
SECURITYFORCE,Y,M,41,REJECTED
TEACHER,N,F,40,REJECTED
BUSINESSMAN/WOMAN,N,F,41,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
RECEPTIONIST,N,F,52,REJECTED
NURSING,N,F,43,REJECTED
NURSING,N,F,37,REJECTED
ENGINEER,Y,M,36,REJECTED
TEACHER,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,38,REJECTED
SECRETARY,N,F,38,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
SHIPREPAIROFFICER,Y,M,34,REJECTED
ACCOUNTANT,N,F,40,REJECTED
PASTORING,N,M,51,REJECTED
ENGINEER,Y,M,46,REJECTED
PHYSIOTHERAPY,N,M,31,AUTHORIZED
FACTORYWORKER,Y,M,36,REJECTED
BUSINESSMAN/WOMAN,N,F,35,REJECTED
ACCOUNTANT,N,F,29,REJECTED
TEACHER,N,M,33,REJECTED
MANAGINGDIRECTOR,N,M,38,REJECTED
SECURITYFORCE,Y,M,37,REJECTED
SELFEMPLOYED,N,M,43,REJECTED
TEACHER,N,F,44,REJECTED
LABTECHNICIAN,Y,M,31,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
FASHIONDESIGNER,N,M,38,REJECTED
STUDENT,N,M,28,REJECTED
CASHIER,N,M,33,REJECTED
SECURITYFORCE,Y,M,46,REJECTED
ACCOUNTANT,N,M,34,REJECTED
SECURITYFORCE,Y,M,32,REJECTED
SECURITYFORCE,Y,M,67,REJECTED
BUSINESSMAN/WOMAN,N,M,45,REJECTED
STUDENT,N,F,32,REJECTED
TEACHER,N,F,44,REJECTED
NURSING,N,F,30,REJECTED
TEACHER,N,F,40,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
TEACHER,N,M,34,REJECTED
HEALTHWORKER,N,M,55,REJECTED
PHYSIOTHERAPY,N,F,32,REJECTED
PASTORING,N,M,41,REJECTED
STUDENT,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,M,46,REJECTED
NURSING,N,M,32,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,35,REJECTED
HEALTHWORKER,N,F,30,REJECTED
TEACHER,N,F,31,REJECTED
TEACHER,N,F,30,REJECTED
TRADER,N,M,45,REJECTED
NURSING,N,F,43,REJECTED
TEACHER,N,F,38,REJECTED
SALESREPRESENTATIVE,N,F,29,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
INSURER,N,M,34,REJECTED
BUSINESSMAN/WOMAN,N,F,39,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
NURSING,N,F,38,REJECTED
ENGINEER,Y,M,37,REJECTED
STUDENT,N,F,30,REJECTED
NURSING,N,M,35,REJECTED
TEACHER,N,F,41,REJECTED
BANKING,N,F,36,REJECTED
SECURITYFORCE,Y,M,31,REJECTED
PHYSIOTHERAPY,N,F,35,REJECTED
TEACHER,N,M,43,REJECTED
TEACHER,N,F,30,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
TEACHER,N,F,29,REJECTED
TEACHER,N,M,51,REJECTED
NURSING,N,F,38,REJECTED
TEACHER,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
ENGINEER,Y,M,33,REJECTED
TEACHER,N,F,62,REJECTED
TEACHER,N,F,65,REJECTED
TEACHER,N,F,54,REJECTED
SALESREPRESENTATIVE,N,M,37,REJECTED
CATERER,Y,M,30,REJECTED
TEACHER,N,F,27,REJECTED
TEACHER,N,M,32,REJECTED
MASON,Y,M,35,REJECTED
TEACHER,N,F,34,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
ELECTRICIAN,Y,M,36,REJECTED
TEACHER,N,F,58,REJECTED
PHYSIOTHERAPY,N,F,42,REJECTED
PHYSIOTHERAPY,N,M,48,REJECTED
SELFEMPLOYED,N,M,39,REJECTED
SALESREPRESENTATIVE,N,M,42,REJECTED
TEACHER,N,F,35,REJECTED
NURSING,N,F,40,REJECTED
MARKETINGPERSONEL,N,M,37,REJECTED
INDUSTRIALIST,Y,M,41,REJECTED
PHYSIOTHERAPY,N,F,39,REJECTED
PHYSIOTHERAPY,N,M,44,REJECTED
PHYSIOTHERAPY,N,M,46,REJECTED
TEACHER,N,M,50,AUTHORIZED
STUDENT,N,F,32,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
DRIVINGINSTRUCTOR,Y,M,43,REJECTED
TRADER,N,M,40,REJECTED
TRADER,N,F,39,REJECTED
TRADER,N,M,43,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
SALESREPRESENTATIVE,N,M,32,REJECTED
MECHANIC,Y,M,25,REJECTED
TRADER,N,M,44,REJECTED
TRADER,N,M,31,REJECTED
PHYSIOTHERAPY,N,M,45,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
BUSINESSMAN/WOMAN,N,F,31,REJECTED
TRADER,N,M,28,REJECTED
SECURITYFORCE,Y,M,32,REJECTED
SECURITYFORCE,Y,M,34,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,32,REJECTED
LIBRARIAN,N,M,46,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,33,REJECTED
ACCOUNTANT,N,F,29,REJECTED
SALESREPRESENTATIVE,N,M,27,REJECTED
PHYSIOTHERAPY,N,M,26,REJECTED
SALESREPRESENTATIVE,N,M,33,REJECTED
DRIVINGINSTRUCTOR,Y,M,45,REJECTED
PHYSIOTHERAPY,N,M,25,REJECTED
PHYSIOTHERAPY,N,F,36,REJECTED
PHYSIOTHERAPY,N,F,48,AUTHORIZED
DOCTOR,N,F,30,REJECTED
PHYSIOTHERAPY,N,M,55,AUTHORIZED
TRADER,N,M,47,AUTHORIZED
PHYSIOTHERAPY,N,M,40,REJECTED
ADMINISTRATOR,N,F,32,AUTHORIZED
STUDENT,N,F,29,REJECTED
STUDENT,N,F,30,AUTHORIZED
DRIVINGINSTRUCTOR,Y,M,50,AUTHORIZED
SHIPREPAIROFFICER,Y,M,32,AUTHORIZED
PHYSIOTHERAPY,N,M,42,CONVERTED
CATERER,Y,M,31,AUTHORIZED
TEACHER,N,F,30,AUTHORIZED
MECHANIC,Y,M,50,AUTHORIZED
SALESREPRESENTATIVE,N,M,35,REJECTED
PASTORING,N,M,47,AUTHORIZED
TEACHER,N,M,32,AUTHORIZED
SECRETARY,N,M,32,REJECTED
POLICE,Y,F,35,AUTHORIZED
NURSING,N,F,37,AUTHORIZED
STUDENT,N,F,24,AUTHORIZED
TEACHER,N,M,37,AUTHORIZED
TEACHER,N,M,42,AUTHORIZED
STUDENT,N,M,28,AUTHORIZED
STUDENT,N,F,26,REJECTED
STUDENT,N,F,26,AUTHORIZED
NURSING,N,F,30,AUTHORIZED
PHYSIOTHERAPY,N,M,54,AUTHORIZED
CIVILSERVANT,N,M,34,AUTHORIZED
TEACHER,N,F,32,AUTHORIZED
SECURITYFORCE,Y,M,39,REJECTED
PASTORING,N,M,38,REJECTED
STUDENT,N,F,26,REJECTED
ADMINISTRATOR,N,F,39,AUTHORIZED
STUDENT,N,F,25,REJECTED
NURSING,N,F,36,REJECTED
HEALTHWORKER,N,M,62,REJECTED
STUDENT,N,F,33,REJECTED
TEACHER,N,M,34,AUTHORIZED
STUDENT,N,F,24,REJECTED
BUSINESSMAN/WOMAN,N,M,31,AUTHORIZED
TEACHER,N,M,31,REJECTED
STUDENT,N,M,28,AUTHORIZED
PHYSIOTHERAPY,N,F,26,AUTHORIZED
SEAMSTRESS/TAILORING,N,F,45,REJECTED
NURSING,N,M,35,REJECTED
PHYSIOTHERAPY,N,M,64,REJECTED
PHYSIOTHERAPY,N,M,34,REJECTED
DRIVINGINSTRUCTOR,Y,M,55,AUTHORIZED
ACCOUNTSCLERK,N,M,41,REJECTED
TEACHER,N,F,29,REJECTED
TEACHER,N,F,37,REJECTED
STUDENT,N,F,27,REJECTED
STUDENT,N,F,32,REJECTED
SECRETARY,N,F,40,REJECTED
OTHER,N,M,32,REJECTED
STUDENT,N,F,26,REJECTED
NURSING,N,F,24,REJECTED
STUDENT,N,F,28,REJECTED
PHYSIOTHERAPY,N,M,37,REJECTED
PUBLICSERVANT,N,M,31,CONVERTED
DRIVINGINSTRUCTOR,Y,M,39,AUTHORIZED
PHYSIOTHERAPY,N,M,42,REJECTED
STUDENT,N,F,27,REJECTED
LABTECHNICIAN,Y,M,54,REJECTED
FACTORYWORKER,Y,M,29,REJECTED
STUDENT,N,F,24,REJECTED
SECURITYFORCE,Y,M,49,AUTHORIZED
PHYSIOTHERAPY,N,M,29,REJECTED
SECURITYFORCE,Y,M,42,AUTHORIZED
SECURITYFORCE,Y,M,30,REJECTED
STUDENT,N,F,30,REJECTED
ELECTRICIAN,Y,M,40,REJECTED
PHYSIOTHERAPY,N,M,47,REJECTED
MARKETINGPERSONEL,N,M,31,REJECTED
ELECTRICIAN,Y,M,33,REJECTED
COOK,Y,M,26,AUTHORIZED
STUDENT,N,M,29,REJECTED
TRADER,N,M,36,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
TRADER,N,F,44,REJECTED
POLICE,Y,M,31,REJECTED
MECHANIC,Y,M,43,REJECTED
STUDENT,N,M,32,AUTHORIZED
TEACHER,N,F,33,REJECTED
STUDENT,N,M,25,REJECTED
SECURITYFORCE,Y,M,31,REJECTED
DRIVINGINSTRUCTOR,Y,M,49,REJECTED
PHYSIOTHERAPY,N,M,30,REJECTED
TEACHER,N,M,31,REJECTED
MANAGINGDIRECTOR,N,M,52,REJECTED
SALESREPRESENTATIVE,N,M,37,REJECTED
PHYSIOTHERAPY,N,M,50,REJECTED
SECURITYFORCE,Y,M,33,REJECTED
SALESREPRESENTATIVE,N,F,35,REJECTED
DRIVINGINSTRUCTOR,Y,M,44,REJECTED
TRADER,N,F,30,REJECTED
POLICE,Y,F,32,REJECTED
TEACHER,N,F,38,REJECTED
ACCOUNTANT,N,F,38,REJECTED
SALESREPRESENTATIVE,N,M,31,REJECTED
STUDENT,N,M,25,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
STUDENT,N,M,31,REJECTED
SALESREPRESENTATIVE,N,F,35,CONVERTED
SALESREPRESENTATIVE,N,F,28,REJECTED
MECHANIC,Y,M,45,REJECTED
POLICE,Y,M,27,REJECTED
ELECTRICIAN,Y,M,41,REJECTED
DRIVINGINSTRUCTOR,Y,M,37,REJECTED
ENGINEER,Y,M,51,AUTHORIZED
SECURITYFORCE,Y,M,30,REJECTED
SALESREPRESENTATIVE,N,F,27,REJECTED
NURSING,N,M,31,REJECTED
NURSING,N,F,30,REJECTED
STUDENT,N,M,28,REJECTED
PHYSIOTHERAPY,N,F,27,AUTHORIZED
BUSINESSMAN/WOMAN,N,M,39,REJECTED
STUDENT,N,M,30,REJECTED
MARKETINGPERSONEL,N,F,31,REJECTED
PHYSIOTHERAPY,N,M,36,REJECTED
STUDENT,N,F,27,REJECTED
SELFEMPLOYED,N,F,32,AUTHORIZED
TRADER,N,M,31,REJECTED
BUSINESSMAN/WOMAN,N,M,54,REJECTED
PHYSIOTHERAPY,N,M,27,AUTHORIZED
PHYSIOTHERAPY,N,M,30,REJECTED
TRADER,N,F,57,REJECTED
PHYSIOTHERAPY,N,M,28,REJECTED
RECEPTIONIST,N,F,31,REJECTED
TEACHER,N,F,35,REJECTED
MARKETINGPERSONEL,N,M,38,REJECTED
LABTECHNICIAN,Y,M,37,REJECTED
CATERER,Y,F,42,REJECTED
PHYSIOTHERAPY,N,F,44,REJECTED
PHYSIOTHERAPY,N,M,48,AUTHORIZED
TEACHER,N,M,33,REJECTED
TRADER,N,F,30,REJECTED
TRADER,N,F,43,REJECTED
PHYSIOTHERAPY,N,F,39,REJECTED
FASHIONDESIGNER,N,M,29,REJECTED
TRADER,N,M,53,REJECTED
ENGINEER,Y,M,38,AUTHORIZED
TRADER,N,F,34,REJECTED
SECURITYFORCE,Y,M,33,REJECTED
TRADER,N,F,44,REJECTED
HR,N,F,39,REJECTED
TRADER,N,F,31,REJECTED
TRADER,N,F,39,REJECTED
TEACHER,N,F,27,REJECTED
STUDENT,N,M,30,REJECTED
TEACHER,N,M,41,REJECTED
STUDENT,N,F,25,REJECTED
STUDENT,N,F,29,REJECTED
TEACHER,N,M,39,REJECTED
JOURNALIST,Y,M,34,REJECTED
TRADER,N,M,34,REJECTED
STUDENT,N,M,29,REJECTED
PHYSIOTHERAPY,N,F,26,REJECTED
TRADER,N,M,36,REJECTED
BUSINESSMAN/WOMAN,N,F,38,REJECTED
STOREKEEPING,N,M,35,REJECTED
PHYSIOTHERAPY,N,F,33,REJECTED
CUSTOMERSERVICEOFFICER,N,M,34,REJECTED
PHYSIOTHERAPY,N,M,39,REJECTED
SURVEYOR,Y,F,37,REJECTED
PHYSIOTHERAPY,N,F,38,REJECTED
MECHANIC,Y,M,36,REJECTED
SECURITYFORCE,Y,M,35,REJECTED
HAIRDRESSER/BEAUTICIAN,N,F,35,REJECTED
PHYSIOTHERAPY,N,M,40,REJECTED
HEALTHWORKER,N,F,40,REJECTED
SALESREPRESENTATIVE,N,F,27,REJECTED
